,age,nombre_payment,maturite,taux,montant
81,19.0,15.0,24.0,0.0024199761842113978,2737.0
82,19.0,2.0,4.0,0.004076825639392982,1401.0
83,19.0,11.0,19.0,0.009359526503010585,1924.0
84,23.0,4.0,9.0,0.00772834187391811,3376.0
85,22.0,26.0,28.0,0.010015742318645042,3926.0
86,19.0,6.0,10.0,0.012787034740300265,4309.0
87,24.0,18.0,31.0,0.01080772010030889,1118.0
88,20.0,1.0,16.0,0.011272994272855146,2349.0
89,19.0,21.0,36.0,0.006530601797351717,4818.0
90,20.0,3.0,3.0,0.01505128785497566,1858.0
91,19.0,14.0,26.0,0.013848079554528683,2023.0
92,21.0,14.0,26.0,0.004703474947090672,2983.0
93,22.0,1.0,18.0,0.0072142105536098485,2731.0
94,21.0,18.0,40.0,0.01845217223954188,2373.0
95,22.0,2.0,2.0,0.011692426458463658,7810.0
96,18.0,2.0,4.0,0.012362373064542843,1631.0
97,19.0,10.0,13.0,0.01932912176756255,1532.0
98,24.0,9.0,13.0,0.01705931066025531,2448.0
99,18.0,12.0,20.0,0.011695188070833126,1721.0
100,23.0,5.0,15.0,0.015944880675263548,6719.0
101,22.0,5.0,27.0,0.011442823214438395,3943.0
102,19.0,1.0,4.0,0.007792163787827113,5984.0
103,24.0,29.0,37.0,0.01580042753964111,4477.0
104,23.0,4.0,8.0,0.008132997498118445,5711.0
105,19.0,6.0,20.0,0.0020996192750370995,6109.0
106,23.0,7.0,16.0,0.019484604329636144,2660.0
107,22.0,2.0,22.0,0.013906011849784617,1669.0
108,18.0,9.0,15.0,0.004479874261347461,7110.0
109,21.0,6.0,14.0,0.018788108193544255,7093.0
110,18.0,4.0,4.0,0.010532168886838673,5028.0
111,22.0,2.0,3.0,0.015269909586391586,5170.0
112,20.0,33.0,42.0,0.0037103315835745796,5028.0
113,18.0,6.0,18.0,0.002543710563851248,1121.0
114,20.0,19.0,23.0,0.00868774166491856,7177.0
115,24.0,1.0,9.0,0.014870195397396924,1739.0
116,23.0,4.0,17.0,0.01452009915305319,4505.0
117,20.0,11.0,22.0,0.001612140413483096,5829.0
118,19.0,6.0,36.0,0.003798367097777195,4788.0
119,18.0,24.0,42.0,0.014745773170908534,4487.0
120,24.0,23.0,25.0,0.004670640464343544,7084.0
121,23.0,7.0,18.0,0.01144182051203375,6621.0
122,19.0,22.0,36.0,0.01788815963133025,2423.0
123,18.0,26.0,30.0,0.005156074084578136,7371.0
124,18.0,4.0,17.0,0.005770046619660286,5834.0
125,18.0,14.0,27.0,0.014772928590758079,6244.0
126,22.0,4.0,5.0,0.0073290858320937,4907.0
127,22.0,3.0,23.0,0.012273378895206213,2637.0
128,20.0,16.0,17.0,0.0033057250495442535,5534.0
129,18.0,4.0,31.0,0.004675701746519443,3351.0
130,24.0,32.0,32.0,0.009868663994349155,5360.0
131,24.0,6.0,9.0,0.019590398827820803,1954.0
132,23.0,20.0,21.0,0.009130400465292496,5283.0
133,23.0,3.0,5.0,0.005738028749728091,2684.0
134,22.0,6.0,24.0,0.006413101075009231,7985.0
135,21.0,7.0,24.0,0.017922563184819346,6770.0
136,18.0,14.0,18.0,0.009639877514265677,5065.0
137,22.0,10.0,10.0,0.012167507203475179,1688.0
138,23.0,14.0,18.0,0.003490351189157071,4168.0
139,19.0,4.0,20.0,0.01916971230633082,3872.0
140,24.0,6.0,10.0,0.0026152212165298176,6969.0
141,20.0,1.0,2.0,0.0010068821264173982,5892.0
142,22.0,25.0,30.0,0.006626008304533967,4609.0
143,19.0,1.0,2.0,0.013397467438590306,6994.0
144,24.0,18.0,28.0,0.011101928741417726,2554.0
145,24.0,4.0,5.0,0.016320352368881234,5982.0
146,21.0,7.0,10.0,0.002819924342203626,7250.0
147,23.0,23.0,36.0,0.008044956019275042,5781.0
148,22.0,5.0,5.0,0.004532389502752877,5629.0
149,22.0,3.0,23.0,0.013624629218407847,2980.0
150,18.0,8.0,8.0,0.007758301998572885,2037.0
151,19.0,6.0,12.0,0.004640661999911616,6733.0
152,19.0,5.0,29.0,0.013208372919625698,5690.0
153,18.0,23.0,30.0,0.009991201516418708,4670.0
154,21.0,5.0,16.0,0.0026979689822088067,6983.0
155,18.0,16.0,34.0,0.016406961960700236,6648.0
156,23.0,8.0,13.0,0.01226344998816457,4513.0
157,23.0,5.0,22.0,0.014850751851627944,4307.0
158,20.0,8.0,23.0,0.00623309173717262,7347.0
159,20.0,6.0,12.0,0.0085451503678396,4013.0
160,21.0,1.0,26.0,0.00476130727094124,3178.0
161,22.0,4.0,6.0,0.002513395721256728,1199.0
162,22.0,2.0,5.0,0.017355595763321265,3204.0
163,22.0,7.0,41.0,0.011080445239014056,2667.0
164,20.0,8.0,9.0,0.0012384743897882922,2199.0
165,24.0,10.0,12.0,0.018487291627154293,3764.0
166,21.0,12.0,14.0,0.006955315786197576,3080.0
167,20.0,5.0,7.0,0.013100463054794693,2965.0
168,18.0,33.0,34.0,0.0022935797084718585,2291.0
169,20.0,3.0,42.0,0.0035222860703015987,6311.0
170,19.0,23.0,26.0,0.008578781927856445,7382.0
171,22.0,31.0,34.0,0.004407832278269886,2965.0
172,21.0,3.0,8.0,0.003596642028669414,4808.0
173,21.0,6.0,6.0,0.011303365687017817,3772.0
174,23.0,6.0,8.0,0.002588889302470917,1728.0
175,23.0,12.0,37.0,0.01209535970804575,1884.0
176,22.0,11.0,12.0,0.0018718690863287182,5199.0
177,23.0,15.0,18.0,0.014118372375655587,1698.0
178,22.0,12.0,34.0,0.007097070095783,3328.0
179,21.0,1.0,1.0,0.0020683631615373687,1990.0
180,20.0,21.0,31.0,0.007260657545040478,2891.0
181,21.0,14.0,41.0,0.0062852223244467065,7142.0
182,24.0,9.0,15.0,0.01663645620583912,1059.0
183,22.0,10.0,11.0,0.019251574485953726,5972.0
184,19.0,2.0,6.0,0.0037464964580987852,4140.0
185,23.0,4.0,22.0,0.011055677728785407,2146.0
186,20.0,11.0,14.0,0.002688359424407765,2630.0
187,22.0,13.0,14.0,0.010873065661474637,1802.0
188,24.0,7.0,13.0,0.010381070000834033,6082.0
189,24.0,16.0,18.0,0.007617844711316016,2599.0
190,19.0,28.0,41.0,0.009290731927137124,6113.0
191,24.0,3.0,6.0,0.011796907954730606,3023.0
192,24.0,5.0,7.0,0.0018674233321740725,2100.0
193,20.0,3.0,5.0,0.004444916054639248,4030.0
194,20.0,33.0,38.0,0.014180840083478984,3826.0
195,23.0,3.0,17.0,0.010765079236354273,1902.0
196,20.0,21.0,38.0,0.01594408771376545,7755.0
197,22.0,13.0,22.0,0.007556738394048953,6497.0
198,21.0,2.0,2.0,0.008719312519225591,3795.0
199,23.0,17.0,22.0,0.018077487727407065,5303.0
200,22.0,9.0,28.0,0.009046207059134271,5906.0
201,21.0,5.0,7.0,0.004174818051892577,7851.0
202,19.0,10.0,10.0,0.011005501187438142,7235.0
203,24.0,3.0,18.0,0.01734616810863765,1262.0
204,22.0,11.0,11.0,0.0016005602860745182,3725.0
205,22.0,11.0,15.0,0.019519329408841136,4084.0
206,18.0,23.0,31.0,0.0021863044385402467,2695.0
207,23.0,6.0,6.0,0.006027328213887172,5075.0
208,22.0,5.0,5.0,0.015928269853627854,4457.0
209,18.0,18.0,20.0,0.010836032244550521,2995.0
210,19.0,5.0,7.0,0.014261198652476121,7481.0
211,23.0,5.0,39.0,0.016379188137216862,4135.0
212,22.0,14.0,31.0,0.00766303919328962,6239.0
213,19.0,32.0,34.0,0.011325928076682628,5962.0
214,19.0,21.0,23.0,0.01759239333206539,1709.0
215,20.0,3.0,18.0,0.005003657534148768,4287.0
216,22.0,31.0,33.0,0.019970171871412347,7872.0
217,24.0,9.0,9.0,0.0024968685361734535,5902.0
218,23.0,12.0,15.0,0.008450483717165055,1475.0
219,20.0,14.0,24.0,0.012348378699424418,5920.0
220,22.0,6.0,38.0,0.01810683890376343,6731.0
221,19.0,7.0,27.0,0.0023248847870057077,2113.0
222,19.0,1.0,12.0,0.009244838834762643,5349.0
223,20.0,15.0,25.0,0.015027706346200334,7639.0
224,19.0,9.0,16.0,0.009492682748626528,4304.0
225,22.0,6.0,6.0,0.016143617625955963,7534.0
226,23.0,12.0,33.0,0.0042369413169907385,6463.0
227,21.0,4.0,16.0,0.019124960623321596,4286.0
228,23.0,4.0,4.0,0.004135133159334443,4718.0
229,19.0,21.0,35.0,0.003040300549550955,1809.0
230,20.0,9.0,41.0,0.0061947145819155475,5407.0
231,20.0,5.0,13.0,0.015379717737971251,1835.0
232,19.0,4.0,14.0,0.012885261776616141,6325.0
233,19.0,18.0,28.0,0.012224947806887682,6483.0
234,23.0,4.0,9.0,0.00395218994134107,6655.0
235,22.0,21.0,27.0,0.019179146719968676,5566.0
236,21.0,39.0,42.0,0.0018680031437297083,5158.0
237,19.0,6.0,39.0,0.01808173077019157,1331.0
238,18.0,24.0,41.0,0.01691311626329516,5200.0
239,20.0,9.0,11.0,0.012644061995733653,5425.0
240,23.0,35.0,40.0,0.006314245386035433,6724.0
241,20.0,1.0,2.0,0.018250624593578867,6833.0
242,21.0,2.0,4.0,0.008987208026846622,7710.0
243,18.0,1.0,4.0,0.019409201638497152,5576.0
244,21.0,9.0,30.0,0.013454021649622595,3812.0
245,22.0,21.0,42.0,0.012430915096612032,7811.0
246,20.0,14.0,16.0,0.018420756359352825,4769.0
247,21.0,4.0,13.0,0.006814555745094443,3054.0
248,20.0,15.0,22.0,0.014171317411866637,6294.0
249,20.0,28.0,31.0,0.016378175359981106,3074.0
250,23.0,2.0,19.0,0.0041371161211955585,6245.0
251,18.0,9.0,11.0,0.002042901979535074,7528.0
252,23.0,21.0,39.0,0.008085655640706044,5535.0
253,20.0,5.0,6.0,0.019118402997338125,1047.0
254,23.0,7.0,19.0,0.01243523950236983,3831.0
255,22.0,27.0,32.0,0.0026176797387902316,3160.0
256,21.0,32.0,41.0,0.006000789666381346,7364.0
257,24.0,32.0,36.0,0.004898749863828669,6722.0
258,22.0,16.0,34.0,0.016679743039665993,1818.0
259,21.0,7.0,14.0,0.009595638930133536,5526.0
260,18.0,16.0,24.0,0.010260034938337274,4306.0
261,24.0,9.0,24.0,0.00457659206717272,1271.0
262,21.0,4.0,10.0,0.013146481176186327,2874.0
263,22.0,1.0,9.0,0.010140600129622007,5206.0
264,24.0,3.0,10.0,0.014962472825811996,2381.0
265,22.0,12.0,26.0,0.0030291343789705383,4141.0
266,24.0,6.0,12.0,0.008082984991351613,5709.0
267,23.0,3.0,9.0,0.013822300074945608,2372.0
268,23.0,1.0,34.0,0.012425074766890594,3396.0
269,22.0,16.0,37.0,0.01873733776179838,3908.0
270,23.0,28.0,31.0,0.011299793665041587,7902.0
271,20.0,16.0,18.0,0.007332754863946607,4057.0
272,19.0,12.0,16.0,0.011613850835577196,7672.0
273,20.0,13.0,37.0,0.009317119716908486,3421.0
274,21.0,34.0,37.0,0.00421471605040926,3820.0
275,19.0,11.0,14.0,0.009549165792867433,5147.0
276,21.0,12.0,39.0,0.006889179067766906,2368.0
277,24.0,8.0,8.0,0.010240971692976181,7636.0
278,23.0,3.0,7.0,0.01170201836797103,1511.0
279,22.0,4.0,34.0,0.019439719426583145,2255.0
280,24.0,13.0,18.0,0.010078180382758723,2662.0
281,18.0,11.0,21.0,0.007464199451853149,1592.0
282,20.0,38.0,41.0,0.00570631745129439,7919.0
283,20.0,32.0,34.0,0.00604550509562867,2648.0
284,23.0,11.0,29.0,0.014530527181656778,4950.0
285,22.0,21.0,33.0,0.01461275469350139,5822.0
286,20.0,16.0,23.0,0.014409840533321082,1167.0
287,24.0,6.0,17.0,0.0025922164965955204,2517.0
288,22.0,17.0,40.0,0.006577715365674389,6509.0
289,19.0,8.0,11.0,0.012300337948638527,1503.0
290,18.0,1.0,26.0,0.009630118579057857,5488.0
291,18.0,13.0,21.0,0.0199624971565501,6051.0
292,19.0,23.0,29.0,0.010260609666298201,5072.0
293,19.0,29.0,37.0,0.010705364693433365,1235.0
294,23.0,11.0,11.0,0.014775501912022135,5464.0
295,24.0,7.0,12.0,0.014824750125167336,5547.0
296,22.0,26.0,37.0,0.006845917744030644,4045.0
297,23.0,6.0,30.0,0.016309109283818773,7968.0
298,24.0,9.0,31.0,0.018055596002708393,6788.0
299,21.0,7.0,10.0,0.010418887560909688,2249.0
300,22.0,15.0,23.0,0.00991194010818663,3350.0
301,18.0,14.0,19.0,0.013981888335101608,3777.0
302,24.0,26.0,42.0,0.012188076380881749,6937.0
303,18.0,3.0,3.0,0.01875197901599547,6710.0
304,21.0,25.0,38.0,0.0020669880573370627,7380.0
305,18.0,14.0,27.0,0.006001008535404539,7534.0
306,23.0,24.0,32.0,0.010242800762351168,6716.0
307,21.0,3.0,10.0,0.007552408598642503,4248.0
308,24.0,1.0,3.0,0.0011328134083086975,5550.0
309,20.0,3.0,33.0,0.002491312341160773,7621.0
310,24.0,10.0,29.0,0.002471123800183196,2202.0
311,21.0,1.0,1.0,0.015922415854098627,2540.0
312,20.0,20.0,39.0,0.009971648610779545,1015.0
313,18.0,3.0,25.0,0.019324268039461134,2701.0
314,20.0,23.0,40.0,0.014145692784829557,5246.0
315,20.0,15.0,29.0,0.0114959636967807,5452.0
316,20.0,2.0,6.0,0.014033812329197475,3294.0
317,22.0,2.0,2.0,0.012688660278496612,3992.0
318,20.0,4.0,29.0,0.006947640559889843,1240.0
319,19.0,7.0,10.0,0.012801626738412657,1391.0
320,24.0,4.0,23.0,0.005863462068810611,4534.0
321,22.0,1.0,29.0,0.005644928875327302,5385.0
322,18.0,1.0,1.0,0.01995436205651289,5321.0
323,18.0,7.0,22.0,0.01369994732943862,2374.0
324,20.0,6.0,30.0,0.01777512888297714,7216.0
325,20.0,8.0,12.0,0.012533512177609563,5611.0
326,19.0,13.0,33.0,0.011135444260812956,6691.0
327,22.0,22.0,32.0,0.005962468268911817,5058.0
328,20.0,30.0,39.0,0.01961204692679377,3298.0
329,21.0,17.0,41.0,0.007910380316226609,2851.0
330,18.0,3.0,22.0,0.006903233851048533,6179.0
331,22.0,5.0,6.0,0.018019645921778432,2593.0
332,20.0,13.0,16.0,0.0016915215533424696,1316.0
333,21.0,33.0,34.0,0.008238506608256674,3778.0
334,19.0,14.0,27.0,0.004316843003198857,7268.0
335,24.0,2.0,2.0,0.0057227057525027014,2843.0
336,24.0,12.0,20.0,0.014359172219980183,5519.0
337,24.0,10.0,25.0,0.0011052376642110553,1437.0
338,22.0,13.0,21.0,0.00874017943074407,2148.0
339,22.0,1.0,24.0,0.010975184954837632,5049.0
340,18.0,18.0,42.0,0.019319827535284738,2211.0
341,22.0,3.0,25.0,0.015362951546965493,3130.0
342,18.0,8.0,14.0,0.0041602232111845015,6255.0
343,22.0,11.0,14.0,0.001696913383331046,4335.0
344,19.0,6.0,8.0,0.012261424927790688,5699.0
345,20.0,15.0,31.0,0.008922714261395636,4862.0
346,19.0,9.0,18.0,0.015900417981035676,5244.0
347,22.0,4.0,4.0,0.016195962432197272,3887.0
348,20.0,10.0,16.0,0.004893060131959682,5977.0
349,23.0,11.0,31.0,0.017273203327436395,7652.0
350,20.0,6.0,9.0,0.017207535286409194,7503.0
351,24.0,34.0,42.0,0.01784807535800919,6723.0
352,22.0,18.0,31.0,0.005440939687556403,2607.0
353,20.0,24.0,41.0,0.004972378203233154,3174.0
354,24.0,2.0,3.0,0.005088192219546982,1911.0
355,19.0,1.0,1.0,0.019295572350934324,3704.0
356,22.0,25.0,31.0,0.012259810387053115,1606.0
357,19.0,8.0,29.0,0.010785778191512892,7658.0
358,18.0,31.0,32.0,0.018969300254483738,6747.0
359,23.0,7.0,32.0,0.004169156194477698,4759.0
360,23.0,12.0,23.0,0.005376859212654493,3600.0
361,18.0,1.0,38.0,0.003777993521794708,3876.0
362,22.0,2.0,35.0,0.001822588289826341,4786.0
363,21.0,23.0,32.0,0.005142529463258094,5311.0
364,21.0,12.0,12.0,0.018644555580048888,5681.0
365,19.0,2.0,5.0,0.01740782956806177,5206.0
366,24.0,35.0,35.0,0.0012639624566597194,3438.0
367,18.0,6.0,27.0,0.01220703035592539,1549.0
368,19.0,3.0,7.0,0.0030638698136840363,4802.0
369,19.0,2.0,2.0,0.01029624146491543,7707.0
370,23.0,3.0,4.0,0.004148411473025597,3116.0
371,19.0,2.0,2.0,0.011563206169333286,6398.0
372,22.0,13.0,42.0,0.010972137323160047,4251.0
373,20.0,1.0,2.0,0.001268648895300859,6364.0
374,19.0,11.0,20.0,0.01622164370184635,4944.0
375,20.0,10.0,12.0,0.019015875981205427,3351.0
376,18.0,14.0,42.0,0.014564351057412217,1425.0
377,24.0,27.0,42.0,0.014981639589453501,6504.0
378,20.0,3.0,21.0,0.0163475456693914,3516.0
379,23.0,2.0,4.0,0.0035051274987495658,4555.0
380,18.0,41.0,41.0,0.014919198380535702,4035.0
381,18.0,9.0,17.0,0.008146021723237414,4826.0
382,21.0,1.0,10.0,0.0116081338547522,3706.0
383,18.0,24.0,40.0,0.009755318241906712,5906.0
384,18.0,2.0,6.0,0.0029880260432980075,6608.0
385,24.0,12.0,26.0,0.0035142216582965875,7228.0
386,24.0,2.0,7.0,0.011138506141975174,1557.0
387,23.0,2.0,3.0,0.011377334042918633,1548.0
388,21.0,1.0,1.0,0.013865375226831664,5464.0
389,20.0,20.0,36.0,0.008726947259775908,5228.0
390,19.0,1.0,5.0,0.009849823142797275,4271.0
391,23.0,7.0,13.0,0.006400474497530757,2290.0
392,18.0,3.0,3.0,0.009687476960767702,2604.0
393,18.0,14.0,16.0,0.019487478908431933,3837.0
394,24.0,3.0,10.0,0.013353386362730865,7921.0
395,18.0,1.0,28.0,0.0165129622057443,6196.0
396,23.0,5.0,6.0,0.0068233224365991324,1732.0
397,24.0,19.0,30.0,0.014755264523608678,2067.0
398,23.0,15.0,35.0,0.0030405145275631752,4247.0
399,20.0,16.0,19.0,0.018455404762860332,1953.0
400,18.0,4.0,37.0,0.01918798779401347,2869.0
401,20.0,1.0,12.0,0.014957154354082281,3565.0
402,18.0,9.0,9.0,0.018433758840026165,2001.0
403,22.0,2.0,2.0,0.011666421446936935,5898.0
404,18.0,1.0,9.0,0.011755485714504316,6917.0
405,21.0,3.0,10.0,0.0020535219197111527,4371.0
406,22.0,17.0,22.0,0.007512666914267301,3454.0
407,21.0,3.0,3.0,0.0023641021725830007,3137.0
408,20.0,2.0,35.0,0.0031982805072003225,2859.0
409,24.0,14.0,14.0,0.001620454945218907,4638.0
410,21.0,13.0,41.0,0.00912761380611957,7544.0
411,24.0,1.0,1.0,0.007492712990658483,7462.0
412,18.0,20.0,22.0,0.0027001046901815855,4224.0
413,18.0,37.0,40.0,0.004112887465021539,1203.0
414,24.0,18.0,31.0,0.002980665868378687,5408.0
415,23.0,5.0,5.0,0.007998831839606445,5607.0
416,21.0,23.0,24.0,0.011623834681155541,5937.0
417,18.0,6.0,6.0,0.001472589420010731,7193.0
418,21.0,25.0,34.0,0.0031231949817688643,3553.0
419,22.0,1.0,13.0,0.014874642730045452,7765.0
420,23.0,1.0,2.0,0.019924108382470357,3062.0
421,19.0,9.0,9.0,0.0021679400401042725,3012.0
422,21.0,2.0,9.0,0.013530057132060333,7769.0
423,18.0,15.0,42.0,0.01769496690943326,2738.0
424,21.0,18.0,39.0,0.018539971831244548,6900.0
425,18.0,14.0,42.0,0.006259703214655211,4110.0
426,18.0,7.0,29.0,0.009923440004485095,5489.0
427,23.0,7.0,28.0,0.01471208261130063,6084.0
428,20.0,1.0,19.0,0.0012795896146858892,4962.0
429,20.0,3.0,17.0,0.008748378614498752,6284.0
430,18.0,6.0,14.0,0.010268211918242415,7935.0
431,24.0,4.0,10.0,0.005581576024747674,1408.0
432,24.0,2.0,4.0,0.008868903897085174,1574.0
433,24.0,21.0,33.0,0.004677202897236607,4810.0
434,21.0,1.0,11.0,0.0028313691897421983,4422.0
435,24.0,3.0,3.0,0.01994921670490169,5357.0
436,23.0,29.0,41.0,0.018222410981151235,7630.0
437,18.0,1.0,1.0,0.007483673553900811,5805.0
438,22.0,10.0,11.0,0.010704208486939253,6064.0
439,20.0,8.0,14.0,0.01762432342202936,2812.0
440,18.0,5.0,24.0,0.015947877943762987,4057.0
441,24.0,7.0,36.0,0.0051960526591071365,1981.0
442,20.0,5.0,7.0,0.008357060830970748,7844.0
443,24.0,3.0,4.0,0.017783364365943684,1591.0
444,22.0,15.0,18.0,0.018134430265151377,1546.0
445,24.0,1.0,1.0,0.004478454691938258,5767.0
446,22.0,26.0,39.0,0.01345897009744099,3454.0
447,19.0,10.0,24.0,0.006043993395812535,2171.0
448,21.0,24.0,34.0,0.009267660202118538,4849.0
449,22.0,31.0,34.0,0.010001011941616896,4936.0
450,22.0,10.0,22.0,0.009618406995395457,2131.0
451,22.0,21.0,23.0,0.008583502220032242,4040.0
452,20.0,8.0,15.0,0.011791676413709096,3099.0
453,22.0,2.0,2.0,0.014622901413702878,7551.0
454,21.0,1.0,11.0,0.0176346579972828,4753.0
455,18.0,8.0,14.0,0.010374628051990232,2613.0
456,18.0,24.0,24.0,0.014644016338975684,2498.0
457,23.0,2.0,14.0,0.0010112417832818298,4081.0
458,23.0,4.0,38.0,0.010501126501957704,4621.0
459,24.0,1.0,28.0,0.007545911747087332,7505.0
460,20.0,6.0,10.0,0.0041785392624409026,6580.0
461,23.0,12.0,17.0,0.009413977265674903,1494.0
462,24.0,2.0,34.0,0.01973234440804329,4248.0
463,18.0,3.0,13.0,0.001520090145070532,7172.0
464,18.0,33.0,33.0,0.009778429913823924,7481.0
465,21.0,1.0,28.0,0.01141505965333486,3717.0
466,21.0,25.0,41.0,0.011907774839678063,6733.0
467,18.0,10.0,16.0,0.001666438993785326,1041.0
468,23.0,3.0,3.0,0.01382331260378954,2263.0
469,20.0,8.0,31.0,0.014467338644425513,2298.0
470,22.0,25.0,35.0,0.009282559047921548,4643.0
471,23.0,33.0,38.0,0.015462960194597867,2378.0
472,21.0,5.0,6.0,0.004193075271245352,3998.0
473,21.0,5.0,32.0,0.0023784640811875023,3467.0
474,24.0,2.0,3.0,0.0029461515352633477,2856.0
475,22.0,2.0,13.0,0.001788938829888763,1606.0
476,19.0,3.0,13.0,0.017914359286216885,6917.0
477,22.0,4.0,5.0,0.008913844506350351,1162.0
478,22.0,6.0,7.0,0.01459188727830452,2105.0
479,22.0,16.0,21.0,0.0028718207082841785,1719.0
480,18.0,2.0,4.0,0.014247069367748076,1344.0
481,23.0,17.0,31.0,0.015862464864841632,6373.0
482,19.0,2.0,3.0,0.015372544995854887,7069.0
483,18.0,14.0,33.0,0.009193274121791963,3535.0
484,23.0,28.0,42.0,0.018159491719668498,1936.0
485,21.0,26.0,41.0,0.014999101331921148,6702.0
486,23.0,23.0,24.0,0.009953097918439388,6690.0
487,20.0,8.0,8.0,0.018173806113952903,1036.0
488,21.0,3.0,9.0,0.013534459341587639,3385.0
489,24.0,4.0,6.0,0.01903534492715506,1970.0
490,23.0,15.0,15.0,0.011136284631440486,1269.0
491,22.0,8.0,14.0,0.0034512791886206107,5119.0
492,23.0,21.0,25.0,0.014204358712032256,6549.0
493,21.0,1.0,10.0,0.018298378747866384,1880.0
494,24.0,9.0,14.0,0.015962947140317964,2521.0
495,18.0,10.0,11.0,0.011955658688969976,1379.0
